,STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
290,ODISHA,2001,Unemployed,0,87,100,26,7,220,0,67,33,1,0,101,321
291,ODISHA,2001,Self-employed (Business activity),0,71,111,104,9,295,0,36,46,20,2,104,399
292,ODISHA,2001,Professional Activity,0,10,13,6,2,31,0,4,0,0,2,6,37
293,ODISHA,2001,Farming/Agriculture Activity,0,56,87,47,17,207,0,22,18,8,1,49,256
294,ODISHA,2001,Others (Please Specify),6,120,182,169,65,542,16,157,144,63,36,416,958
295,ODISHA,2001,Retired Person,0,2,0,13,11,26,0,0,0,0,2,2,28
296,ODISHA,2001,Others (Please Specify),6,154,110,82,25,377,17,79,58,22,8,184,561
297,ODISHA,2001,Total,36,708,709,492,144,2089,62,881,679,260,81,1963,4052
298,ODISHA,2001,Total Salaried,0,97,97,45,8,247,0,75,50,10,2,137,384
299,ODISHA,2001,Total Self-employed,6,257,393,326,93,1075,16,219,208,91,41,575,1650
300,PUNJAB,2001,House Wife,0,0,0,0,0,0,0,55,28,6,9,98,98
301,PUNJAB,2001,Service (Government),0,5,5,3,1,14,0,3,0,0,0,3,17
302,PUNJAB,2001,Service (Private),0,17,9,4,2,32,0,3,2,1,0,6,38
303,PUNJAB,2001,Public Sector Undertaking,0,4,2,1,1,8,0,2,1,0,0,3,11
304,PUNJAB,2001,Student,0,5,0,0,0,5,0,3,0,0,0,3,8
305,PUNJAB,2001,Unemployed,0,24,15,3,19,61,0,6,4,0,0,10,71
306,PUNJAB,2001,Self-employed (Business activity),0,9,0,6,1,16,0,0,0,1,0,1,17
307,PUNJAB,2001,Professional Activity,1,3,0,1,2,7,0,0,0,0,0,0,7
308,PUNJAB,2001,Farming/Agriculture Activity,0,14,0,9,19,42,0,3,0,0,0,3,45
309,PUNJAB,2001,Others (Please Specify),0,17,0,4,4,25,0,2,1,0,0,3,28
310,PUNJAB,2001,Retired Person,0,0,0,0,6,6,0,0,0,0,0,0,6
311,PUNJAB,2001,Others (Please Specify),0,31,33,104,12,180,0,72,30,11,9,122,302
312,PUNJAB,2001,Total,1,129,64,135,67,396,0,149,66,19,18,252,648
313,PUNJAB,2001,Total Salaried,0,26,16,8,4,54,0,8,3,1,0,12,66
314,PUNJAB,2001,Total Self-employed,1,43,0,20,26,90,0,5,1,1,0,7,97
315,RAJASTHAN,2001,House Wife,0,0,0,0,0,0,2,391,265,101,24,783,783
316,RAJASTHAN,2001,Service (Government),0,14,33,12,0,59,0,2,0,1,0,3,62
317,RAJASTHAN,2001,Service (Private),0,88,84,36,10,218,0,14,11,2,0,27,245
318,RAJASTHAN,2001,Public Sector Undertaking,0,24,41,7,0,72,0,4,6,1,0,11,83
319,RAJASTHAN,2001,Student,34,68,14,5,0,121,30,53,0,0,0,83,204
320,RAJASTHAN,2001,Unemployed,0,89,70,18,2,179,0,19,2,0,0,21,200
321,RAJASTHAN,2001,Self-employed (Business activity),0,56,49,29,9,143,0,8,3,0,0,11,154
322,RAJASTHAN,2001,Professional Activity,1,13,14,11,1,40,0,0,0,0,0,0,40
323,RAJASTHAN,2001,Farming/Agriculture Activity,1,156,173,78,16,424,1,38,33,5,4,81,505
324,RAJASTHAN,2001,Others (Please Specify),45,88,127,92,29,381,21,65,28,5,12,131,512
325,RAJASTHAN,2001,Retired Person,0,0,0,0,8,8,0,0,0,0,0,0,8
326,RAJASTHAN,2001,Others (Please Specify),5,81,108,75,45,314,7,30,39,7,2,85,399
327,RAJASTHAN,2001,Total,86,677,713,363,120,1959,61,624,387,122,42,1236,3195
328,RAJASTHAN,2001,Total Salaried,0,126,158,55,10,349,0,20,17,4,0,41,390
329,RAJASTHAN,2001,Total Self-employed,47,313,363,210,55,988,22,111,64,10,16,223,1211
330,SIKKIM,2001,House Wife,0,0,0,0,0,0,0,2,10,0,0,12,12
331,SIKKIM,2001,Service (Government),0,1,1,0,0,2,0,2,1,0,0,3,5
332,SIKKIM,2001,Service (Private),0,3,4,0,0,7,0,0,0,0,0,0,7
333,SIKKIM,2001,Public Sector Undertaking,0,1,0,0,0,1,0,0,0,0,0,0,1
334,SIKKIM,2001,Student,0,1,0,0,0,1,2,2,0,0,0,4,5
335,SIKKIM,2001,Unemployed,0,4,3,0,1,8,0,3,1,0,0,4,12
336,SIKKIM,2001,Self-employed (Business activity),0,0,3,0,0,3,0,0,0,0,0,0,3
337,SIKKIM,2001,Professional Activity,0,2,6,0,0,8,0,3,4,0,0,7,15
338,SIKKIM,2001,Farming/Agriculture Activity,0,6,4,4,2,16,0,2,0,0,0,2,18
339,SIKKIM,2001,Others (Please Specify),0,9,6,1,0,16,0,0,0,0,0,0,16
340,SIKKIM,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
341,SIKKIM,2001,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
342,SIKKIM,2001,Total,0,27,27,5,3,62,2,14,16,0,0,32,94
343,SIKKIM,2001,Total Salaried,0,5,5,0,0,10,0,2,1,0,0,3,13
344,SIKKIM,2001,Total Self-employed,0,17,19,5,2,43,0,5,4,0,0,9,52
345,TAMIL NADU,2001,House Wife,0,0,0,0,0,0,0,822,632,226,75,1755,1755
346,TAMIL NADU,2001,Service (Government),0,21,63,79,3,166,0,23,33,10,1,67,233
347,TAMIL NADU,2001,Service (Private),2,221,375,207,45,850,3,89,89,48,5,234,1084
348,TAMIL NADU,2001,Public Sector Undertaking,0,75,78,50,4,207,0,45,42,9,2,98,305
349,TAMIL NADU,2001,Student,46,180,10,0,0,236,39,116,7,6,0,168,404
350,TAMIL NADU,2001,Unemployed,6,333,540,402,49,1330,21,178,238,76,15,528,1858
351,TAMIL NADU,2001,Self-employed (Business activity),2,134,309,164,47,656,2,12,11,31,1,57,713
352,TAMIL NADU,2001,Professional Activity,3,83,141,58,9,294,0,14,27,23,0,64,358
353,TAMIL NADU,2001,Farming/Agriculture Activity,5,304,253,170,94,826,7,63,50,24,15,159,985
354,TAMIL NADU,2001,Others (Please Specify),18,492,508,313,135,1466,8,216,172,122,55,573,2039
355,TAMIL NADU,2001,Retired Person,0,0,0,9,35,44,0,0,0,0,6,6,50
356,TAMIL NADU,2001,Others (Please Specify),64,272,405,221,91,1053,65,124,143,83,38,453,1506
357,TAMIL NADU,2001,Total,146,2115,2682,1673,512,7128,145,1702,1444,658,213,4162,11290
358,TAMIL NADU,2001,Total Salaried,2,317,516,336,52,1223,3,157,164,67,8,399,1622
359,TAMIL NADU,2001,Total Self-employed,28,1013,1211,705,285,3242,17,305,260,200,71,853,4095
360,TRIPURA,2001,House Wife,0,0,0,0,0,0,0,20,40,8,3,71,71
361,TRIPURA,2001,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
362,TRIPURA,2001,Service (Private),0,2,10,1,0,13,0,0,0,2,0,2,15
363,TRIPURA,2001,Public Sector Undertaking,0,0,0,0,0,0,0,3,0,0,0,3,3
364,TRIPURA,2001,Student,10,18,9,0,0,37,5,10,18,0,0,33,70
365,TRIPURA,2001,Unemployed,2,20,14,2,2,40,2,10,1,1,0,14,54
366,TRIPURA,2001,Self-employed (Business activity),0,9,30,10,0,49,0,2,0,0,0,2,51
367,TRIPURA,2001,Professional Activity,0,4,4,1,0,9,0,2,2,0,0,4,13
368,TRIPURA,2001,Farming/Agriculture Activity,0,10,26,3,2,41,0,0,0,0,0,0,41
369,TRIPURA,2001,Others (Please Specify),0,16,25,6,3,50,0,10,1,4,4,19,69
370,TRIPURA,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
371,TRIPURA,2001,Others (Please Specify),6,52,76,64,26,224,5,51,125,47,15,243,467
372,TRIPURA,2001,Total,18,131,194,87,33,463,12,108,187,62,22,391,854
373,TRIPURA,2001,Total Salaried,0,2,10,1,0,13,0,3,0,2,0,5,18
374,TRIPURA,2001,Total Self-employed,0,39,85,20,5,149,0,14,3,4,4,25,174
375,UTTAR PRADESH,2001,House Wife,0,0,0,0,0,0,13,577,374,87,24,1075,1075
376,UTTAR PRADESH,2001,Service (Government),0,8,16,6,1,31,0,15,11,0,0,26,57
377,UTTAR PRADESH,2001,Service (Private),1,113,85,39,1,239,1,34,23,15,0,73,312
378,UTTAR PRADESH,2001,Public Sector Undertaking,0,22,11,4,2,39,0,5,2,0,0,7,46
379,UTTAR PRADESH,2001,Student,38,82,3,0,0,123,20,66,2,0,0,88,211
380,UTTAR PRADESH,2001,Unemployed,12,167,96,34,7,316,2,12,4,2,0,20,336
381,UTTAR PRADESH,2001,Self-employed (Business activity),0,55,37,33,6,131,0,7,1,0,0,8,139
382,UTTAR PRADESH,2001,Professional Activity,0,8,17,9,3,37,0,1,2,1,0,4,41
383,UTTAR PRADESH,2001,Farming/Agriculture Activity,6,175,175,140,82,578,4,39,40,19,8,110,688
384,UTTAR PRADESH,2001,Others (Please Specify),11,57,66,45,20,199,11,88,59,47,36,241,440
385,UTTAR PRADESH,2001,Retired Person,0,0,0,2,3,5,0,1,2,1,2,6,11
386,UTTAR PRADESH,2001,Others (Please Specify),5,29,39,18,12,103,12,25,17,3,0,57,160
387,UTTAR PRADESH,2001,Total,73,716,545,330,137,1801,63,870,537,175,70,1715,3516
388,UTTAR PRADESH,2001,Total Salaried,1,143,112,49,4,309,1,54,36,15,0,106,415
389,UTTAR PRADESH,2001,Total Self-employed,17,295,295,227,111,945,15,135,102,67,44,363,1308
390,UTTARAKHAND,2001,House Wife,0,0,0,0,0,0,0,30,24,8,2,64,64
391,UTTARAKHAND,2001,Service (Government),0,2,6,2,0,10,0,9,1,0,0,10,20
392,UTTARAKHAND,2001,Service (Private),1,3,41,18,2,65,3,9,5,0,0,17,82
393,UTTARAKHAND,2001,Public Sector Undertaking,0,1,1,0,0,2,0,0,0,0,0,0,2
394,UTTARAKHAND,2001,Student,2,10,0,0,0,12,1,8,0,0,0,9,21
395,UTTARAKHAND,2001,Unemployed,0,10,18,0,0,28,0,3,0,1,0,4,32
396,UTTARAKHAND,2001,Self-employed (Business activity),0,4,0,4,0,8,0,0,0,0,0,0,8
397,UTTARAKHAND,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
398,UTTARAKHAND,2001,Farming/Agriculture Activity,0,3,9,5,1,18,0,2,1,0,0,3,21
399,UTTARAKHAND,2001,Others (Please Specify),0,7,12,9,2,30,0,10,8,1,0,19,49
400,UTTARAKHAND,2001,Retired Person,0,0,0,2,0,2,0,0,0,0,0,0,2
401,UTTARAKHAND,2001,Others (Please Specify),0,1,4,2,0,7,0,1,2,0,0,3,10
402,UTTARAKHAND,2001,Total,3,41,91,42,5,182,4,72,41,10,2,129,311
403,UTTARAKHAND,2001,Total Salaried,1,6,48,20,2,77,3,18,6,0,0,27,104
404,UTTARAKHAND,2001,Total Self-employed,0,14,21,18,3,56,0,12,9,1,0,22,78
405,WEST BENGAL,2001,House Wife,0,0,0,0,0,0,0,653,588,242,72,1555,1555
406,WEST BENGAL,2001,Service (Government),0,42,65,68,7,182,0,38,65,13,5,121,303
407,WEST BENGAL,2001,Service (Private),16,229,366,335,49,995,41,118,121,97,48,425,1420
408,WEST BENGAL,2001,Public Sector Undertaking,0,170,111,137,55,473,0,93,104,64,8,269,742
409,WEST BENGAL,2001,Student,132,263,2,0,0,397,73,331,13,0,0,417,814
410,WEST BENGAL,2001,Unemployed,2,217,229,186,12,646,0,99,110,14,0,223,869
411,WEST BENGAL,2001,Self-employed (Business activity),0,88,193,195,33,509,0,34,44,51,37,166,675
412,WEST BENGAL,2001,Professional Activity,0,23,67,64,41,195,5,22,28,16,10,81,276
413,WEST BENGAL,2001,Farming/Agriculture Activity,8,284,279,266,98,935,13,72,133,93,0,311,1246
414,WEST BENGAL,2001,Others (Please Specify),21,364,328,291,153,1157,24,271,265,215,72,847,2004
415,WEST BENGAL,2001,Retired Person,0,0,0,8,94,102,0,0,0,17,28,45,147
416,WEST BENGAL,2001,Others (Please Specify),104,347,786,496,171,1904,127,523,544,348,193,1735,3639
417,WEST BENGAL,2001,Total,283,2027,2426,2046,713,7495,283,2254,2015,1170,473,6195,13690
418,WEST BENGAL,2001,Total Salaried,16,441,542,540,111,1650,41,249,290,174,61,815,2465
419,WEST BENGAL,2001,Total Self-employed,29,759,867,816,325,2796,42,399,470,375,119,1405,4201
420,TOTAL (STATES),2001,House Wife,0,0,0,0,0,0,69,9879,7077,2934,1166,21125,21125
421,TOTAL (STATES),2001,Service (Government),0,371,751,574,21,1717,0,201,231,70,14,516,2233
422,TOTAL (STATES),2001,Service (Private),24,2107,2881,1655,360,7027,60,692,483,298,110,1643,8670
423,TOTAL (STATES),2001,Public Sector Undertaking,0,628,636,465,126,1855,0,254,222,95,14,585,2440
424,TOTAL (STATES),2001,Student,671,2179,160,27,0,3037,526,1666,66,22,2,2282,5319
425,TOTAL (STATES),2001,Unemployed,52,2806,2912,1814,562,8146,51,855,595,194,90,1785,9931
426,TOTAL (STATES),2001,Self-employed (Business activity),39,1160,1881,1253,278,4611,25,204,182,148,64,623,5234
427,TOTAL (STATES),2001,Professional Activity,21,603,955,538,166,2283,11,107,99,76,23,316,2599
428,TOTAL (STATES),2001,Farming/Agriculture Activity,88,3808,5080,3375,1357,13708,80,1021,888,449,138,2576,16284
429,TOTAL (STATES),2001,Others (Please Specify),275,3514,4515,3117,1510,12931,243,1887,1436,898,453,4917,17848
430,TOTAL (STATES),2001,Retired Person,0,27,32,140,497,696,0,6,20,46,112,184,880
431,TOTAL (STATES),2001,Others (Please Specify),309,2322,3271,2221,964,9087,407,1693,1414,880,431,4825,13912
432,TOTAL (STATES),2001,Total,1479,19525,23074,15179,5841,65098,1472,18465,12713,6110,2617,41377,106475
433,TOTAL (STATES),2001,Total Salaried,24,3106,4268,2694,507,10599,60,1147,936,463,138,2744,13343
434,TOTAL (STATES),2001,Total Self-employed,423,9085,12431,8283,3311,33533,359,3219,2605,1571,678,8432,41965
435,A & N ISLANDS,2001,House Wife,0,0,0,0,0,0,0,21,9,5,3,38,38
436,A & N ISLANDS,2001,Service (Government),0,3,10,7,0,20,0,0,0,0,0,0,20
437,A & N ISLANDS,2001,Service (Private),0,14,7,9,2,32,0,0,0,0,0,0,32
438,A & N ISLANDS,2001,Public Sector Undertaking,0,2,1,1,0,4,0,0,0,0,0,0,4
439,A & N ISLANDS,2001,Student,1,2,0,0,0,3,2,9,0,0,0,11,14
440,A & N ISLANDS,2001,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
441,A & N ISLANDS,2001,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
442,A & N ISLANDS,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
443,A & N ISLANDS,2001,Farming/Agriculture Activity,0,0,0,0,3,3,0,0,0,0,0,0,3
444,A & N ISLANDS,2001,Others (Please Specify),1,4,5,4,1,15,0,1,0,0,0,1,16
445,A & N ISLANDS,2001,Retired Person,0,0,0,0,2,2,0,0,0,0,0,0,2
446,A & N ISLANDS,2001,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
447,A & N ISLANDS,2001,Total,2,25,23,21,8,79,2,31,9,5,3,50,129
448,A & N ISLANDS,2001,Total Salaried,0,19,18,17,2,56,0,0,0,0,0,0,56
449,A & N ISLANDS,2001,Total Self-employed,1,4,5,4,4,18,0,1,0,0,0,1,19
450,CHANDIGARH,2001,House Wife,0,0,0,0,0,0,0,11,6,2,0,19,19
451,CHANDIGARH,2001,Service (Government),0,1,1,1,0,3,0,0,0,0,0,0,3
452,CHANDIGARH,2001,Service (Private),0,4,4,0,0,8,0,0,0,0,0,0,8
453,CHANDIGARH,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
454,CHANDIGARH,2001,Student,0,4,0,0,0,4,0,2,0,0,0,2,6
455,CHANDIGARH,2001,Unemployed,0,1,0,0,0,1,0,0,0,0,0,0,1
456,CHANDIGARH,2001,Self-employed (Business activity),0,1,0,0,0,1,0,0,0,0,0,0,1
457,CHANDIGARH,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
458,CHANDIGARH,2001,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
459,CHANDIGARH,2001,Others (Please Specify),0,2,4,0,0,6,0,0,0,0,0,0,6
460,CHANDIGARH,2001,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
461,CHANDIGARH,2001,Others (Please Specify),0,7,6,1,1,15,0,5,5,0,0,10,25
462,CHANDIGARH,2001,Total,0,20,15,2,2,39,0,18,11,2,0,31,70
463,CHANDIGARH,2001,Total Salaried,0,5,5,1,0,11,0,0,0,0,0,0,11
464,CHANDIGARH,2001,Total Self-employed,0,3,4,0,0,7,0,0,0,0,0,0,7
465,D & N HAVELI,2001,House Wife,0,0,0,0,0,0,1,9,3,0,0,13,13
466,D & N HAVELI,2001,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
467,D & N HAVELI,2001,Service (Private),0,1,3,1,0,5,0,0,0,0,0,0,5
468,D & N HAVELI,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
469,D & N HAVELI,2001,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
470,D & N HAVELI,2001,Unemployed,0,5,3,0,0,8,0,0,0,0,0,0,8
471,D & N HAVELI,2001,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
472,D & N HAVELI,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
473,D & N HAVELI,2001,Farming/Agriculture Activity,0,4,4,3,8,19,0,0,0,0,0,0,19
474,D & N HAVELI,2001,Others (Please Specify),0,0,0,2,0,2,0,0,0,1,0,1,3
475,D & N HAVELI,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
476,D & N HAVELI,2001,Others (Please Specify),0,0,0,1,0,1,0,0,1,0,0,1,2
477,D & N HAVELI,2001,Total,0,10,10,7,8,35,1,9,4,1,0,15,50
478,D & N HAVELI,2001,Total Salaried,0,1,3,1,0,5,0,0,0,0,0,0,5
479,D & N HAVELI,2001,Total Self-employed,0,4,4,5,8,21,0,0,0,1,0,1,22
480,DAMAN & DIU,2001,House Wife,0,0,0,0,0,0,0,3,0,0,0,3,3
481,DAMAN & DIU,2001,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
482,DAMAN & DIU,2001,Service (Private),0,2,3,0,0,5,0,1,0,0,0,1,6
483,DAMAN & DIU,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
484,DAMAN & DIU,2001,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
485,DAMAN & DIU,2001,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
486,DAMAN & DIU,2001,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
487,DAMAN & DIU,2001,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,1
488,DAMAN & DIU,2001,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
489,DAMAN & DIU,2001,Others (Please Specify),0,1,2,0,0,3,0,0,0,0,0,0,3
490,DAMAN & DIU,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
491,DAMAN & DIU,2001,Others (Please Specify),0,1,0,0,0,1,0,0,0,0,0,0,1
492,DAMAN & DIU,2001,Total,0,4,6,0,0,10,0,4,0,0,0,4,14
493,DAMAN & DIU,2001,Total Salaried,0,2,3,0,0,5,0,1,0,0,0,1,6
494,DAMAN & DIU,2001,Total Self-employed,0,1,3,0,0,4,0,0,0,0,0,0,4
495,DELHI (UT),2001,House Wife,0,0,0,0,0,0,0,174,118,27,8,327,327
496,DELHI (UT),2001,Service (Government),0,11,13,5,0,29,0,1,1,0,0,2,31
497,DELHI (UT),2001,Service (Private),0,68,51,27,1,147,0,12,1,0,0,13,160
498,DELHI (UT),2001,Public Sector Undertaking,0,10,6,2,1,19,0,1,0,0,0,1,20
499,DELHI (UT),2001,Student,9,42,4,0,0,55,14,35,0,0,0,49,104
500,DELHI (UT),2001,Unemployed,1,91,76,34,7,209,4,13,3,0,0,20,229
501,DELHI (UT),2001,Self-employed (Business activity),0,6,13,4,0,23,0,0,0,0,0,0,23
502,DELHI (UT),2001,Professional Activity,0,3,4,4,0,11,0,1,0,0,0,1,12
503,DELHI (UT),2001,Farming/Agriculture Activity,0,8,7,1,0,16,0,2,0,0,0,2,18
504,DELHI (UT),2001,Others (Please Specify),3,67,76,32,8,186,6,43,31,1,3,84,270
505,DELHI (UT),2001,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
506,DELHI (UT),2001,Others (Please Specify),2,9,10,6,7,34,4,0,3,3,0,10,44
507,DELHI (UT),2001,Total,15,315,260,115,25,730,28,282,157,31,11,509,1239
508,DELHI (UT),2001,Total Salaried,0,89,70,34,2,195,0,14,2,0,0,16,211
509,DELHI (UT),2001,Total Self-employed,3,84,100,41,8,236,6,46,31,1,3,87,323
510,LAKSHADWEEP,2001,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0
511,LAKSHADWEEP,2001,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0
512,LAKSHADWEEP,2001,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
513,LAKSHADWEEP,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
514,LAKSHADWEEP,2001,Student,0,0,0,0,0,0,0,0,0,0,0,0,0
515,LAKSHADWEEP,2001,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0
516,LAKSHADWEEP,2001,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
517,LAKSHADWEEP,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
518,LAKSHADWEEP,2001,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
519,LAKSHADWEEP,2001,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
520,LAKSHADWEEP,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
521,LAKSHADWEEP,2001,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
522,LAKSHADWEEP,2001,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
523,LAKSHADWEEP,2001,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0
524,LAKSHADWEEP,2001,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0
525,PUDUCHERRY,2001,House Wife,0,0,0,0,0,0,0,63,46,18,7,134,134
526,PUDUCHERRY,2001,Service (Government),0,0,5,0,0,5,0,0,0,1,0,1,6
527,PUDUCHERRY,2001,Service (Private),0,26,44,22,2,94,0,5,1,0,0,6,100
528,PUDUCHERRY,2001,Public Sector Undertaking,0,0,1,3,0,4,0,0,0,1,0,1,5
529,PUDUCHERRY,2001,Student,2,7,0,0,0,9,4,18,0,0,0,22,31
530,PUDUCHERRY,2001,Unemployed,0,14,6,5,26,51,2,27,3,0,0,32,83
531,PUDUCHERRY,2001,Self-employed (Business activity),0,7,5,4,1,17,0,0,0,0,0,0,17
532,PUDUCHERRY,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
533,PUDUCHERRY,2001,Farming/Agriculture Activity,0,10,28,35,10,83,0,5,1,2,0,8,91
534,PUDUCHERRY,2001,Others (Please Specify),0,18,26,15,1,60,0,2,0,0,0,2,62
535,PUDUCHERRY,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
536,PUDUCHERRY,2001,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
537,PUDUCHERRY,2001,Total,2,82,115,84,40,323,6,120,51,22,7,206,529
538,PUDUCHERRY,2001,Total Salaried,0,26,50,25,2,103,0,5,1,2,0,8,111
539,PUDUCHERRY,2001,Total Self-employed,0,35,59,54,12,160,0,7,1,2,0,10,170
540,TOTAL (UTs),2001,House Wife,0,0,0,0,0,0,1,281,182,52,18,534,534
541,TOTAL (UTs),2001,Service (Government),0,15,29,13,0,57,0,1,1,1,0,3,60
542,TOTAL (UTs),2001,Service (Private),0,115,112,59,5,291,0,18,2,0,0,20,311
543,TOTAL (UTs),2001,Public Sector Undertaking,0,12,8,6,1,27,0,1,0,1,0,2,29
544,TOTAL (UTs),2001,Student,12,55,4,0,0,71,20,64,0,0,0,84,155
545,TOTAL (UTs),2001,Unemployed,1,111,85,39,33,269,6,40,6,0,0,52,321
546,TOTAL (UTs),2001,Self-employed (Business activity),0,14,18,8,1,41,0,0,0,0,0,0,41
547,TOTAL (UTs),2001,Professional Activity,0,3,5,4,0,12,0,1,0,0,0,1,13
548,TOTAL (UTs),2001,Farming/Agriculture Activity,0,22,39,39,21,121,0,7,1,2,0,10,131
549,TOTAL (UTs),2001,Others (Please Specify),4,92,113,53,10,272,6,46,31,2,3,88,360
550,TOTAL (UTs),2001,Retired Person,0,0,0,0,4,4,0,0,0,0,0,0,4
551,TOTAL (UTs),2001,Others (Please Specify),2,17,16,8,8,51,4,5,9,3,0,21,72
552,TOTAL (UTs),2001,Total,19,456,429,229,83,1216,37,464,232,61,21,815,2031
553,TOTAL (UTs),2001,Total Salaried,0,142,149,78,6,375,0,20,3,2,0,25,400
554,TOTAL (UTs),2001,Total Self-employed,4,131,175,104,32,446,6,54,32,4,3,99,545
555,TOTAL (ALL INDIA),2001,House Wife,0,0,0,0,0,0,70,10160,7259,2986,1184,21659,21659
556,TOTAL (ALL INDIA),2001,Service (Government),0,386,780,587,21,1774,0,202,232,71,14,519,2293
557,TOTAL (ALL INDIA),2001,Service (Private),24,2222,2993,1714,365,7318,60,710,485,298,110,1663,8981
558,TOTAL (ALL INDIA),2001,Public Sector Undertaking,0,640,644,471,127,1882,0,255,222,96,14,587,2469
559,TOTAL (ALL INDIA),2001,Student,683,2234,164,27,0,3108,546,1730,66,22,2,2366,5474
560,TOTAL (ALL INDIA),2001,Unemployed,53,2917,2997,1853,595,8415,57,895,601,194,90,1837,10252
561,TOTAL (ALL INDIA),2001,Self-employed (Business activity),39,1174,1899,1261,279,4652,25,204,182,148,64,623,5275
562,TOTAL (ALL INDIA),2001,Professional Activity,21,606,960,542,166,2295,11,108,99,76,23,317,2612
563,TOTAL (ALL INDIA),2001,Farming/Agriculture Activity,88,3830,5119,3414,1378,13829,80,1028,889,451,138,2586,16415
564,TOTAL (ALL INDIA),2001,Others (Please Specify),279,3606,4628,3170,1520,13203,249,1933,1467,900,456,5005,18208
565,TOTAL (ALL INDIA),2001,Retired Person,0,27,32,140,501,700,0,6,20,46,112,184,884
566,TOTAL (ALL INDIA),2001,Others (Please Specify),311,2339,3287,2229,972,9138,411,1698,1423,883,431,4846,13984
567,TOTAL (ALL INDIA),2001,Total,1498,19981,23503,15408,5924,66314,1509,18929,12945,6171,2638,42192,108506
568,TOTAL (ALL INDIA),2001,Total Salaried,24,3248,4417,2772,513,10974,60,1167,939,465,138,2769,13743
569,TOTAL (ALL INDIA),2001,Total Self-employed,427,9216,12606,8387,3343,33979,365,3273,2637,1575,681,8531,42510
0,ANDHRA PRADESH,2003,House Wife,0,0,0,0,0,0,4,955,622,256,92,1929,1929
1,ANDHRA PRADESH,2003,Service (Government),0,76,84,79,11,250,0,11,21,4,0,36,286
2,ANDHRA PRADESH,2003,Service (Private),2,90,166,103,8,369,2,32,43,21,5,103,472
3,ANDHRA PRADESH,2003,Public Sector Undertaking,0,20,48,37,16,121,0,20,21,11,3,55,176
4,ANDHRA PRADESH,2003,Student,69,240,39,0,0,348,71,148,2,0,0,221,569
